/m/047951	national university
/m/01xhh5	Koreans
/m/0c4z8	Grammy Award for Song of the Year
/m/01xjx6	Fontana Records
/m/0479b	Keanu Reeves
/m/01xk7r	San Francisco Art Institute
/m/0c53vt	27th Academy Awards
/m/047bynf	Me and Orson Welles
/m/0c53zb	26th Academy Awards
/m/01xl5	Cessna
/m/047byns	Primetime Emmy Award for Outstanding Writing for a Variety, Music or Comedy Program
/m/0c55fj	BBC HD
/m/01xllf	Danny Trejo
/m/047c9l	Kristin Chenoweth
/m/0c57yj	Mumford
/m/01xlqd	Grease
/m/047cqr	Brian K. Vaughan
/m/0c58k	diabetes
/m/01xmxj	Yeovil Town F.C.
/m/047csmy	Transformers: Revenge of the Fallen
/m/0c5_3	Coventry
/m/01xn57g	Asteras Tripoli F.C.
/m/047cx	King Crimson
/m/0c5dd	It Happened One Night
/m/01xn5th	Club Tijuana
/m/047d21r	The Fighter
/m/0c5fr	House of Bourbon
/m/047dpm0	1995 Major League Baseball draft
/m/01xn6jr	Orduspor
/m/0c5lg	judge
/m/01xn6mc	Atlante F.C.
/m/0c5qvw	All the King's Men
/m/047f9jp	Jagdish Raj
/m/01xn7x1	Leeds United F.C.
/m/047fjjr	Shanghai
/m/0c5tl	Thomas Hardy
/m/047fwlg	Gold Coast United FC
/m/01xpg	Carthage
/m/0c5v2	Boca Raton
/m/01xpxv	Pat Morita
/m/047g6	Karl Popper
/m/0c5vh	Mel Blanc
/m/01xq0k1	cattle
/m/047g6m	Brescia Calcio
/m/0c5wln	FC Schaffhausen
/m/01xq8v	Bram Stoker's Dracula
/m/047g8h	placekicker
/m/0c5x_	University of California, Irvine
/m/01xqqp	1993 Grammy Awards
/m/047g98	Cagliari Calcio
/m/0c61p	Calabria
/m/01xqw	cello
/m/047gn4y	Prince of Persia: The Sands of Time
/m/0c630	Catania
/m/01xr2s	The Shield
/m/0c663	Apulia
/m/047gpsd	My Sister's Keeper
/m/01xr66	spokesperson
/m/047hpm	Rachel Bilson
/m/0c66m	Bari
/m/047jhq	Juhi Chawla
/m/01xr6x	Newport
/m/0c6cwg	Taliban insurgency
/m/01xrlm	Cardiff University
/m/047kn_	Lyngby Boldklub
/m/0c6g1l	Chris Pine
/m/01xsbh	Edward Fox
/m/047lj	Kazakhstan
/m/0c6g29	Dorothy Jeakins
/m/01xsc9	James Fox
/m/047m_w	Hollyoaks
/m/0c6qh	Brad Pitt
/m/01xv77	Daryl Hannah
/m/047msdk	(500) Days of Summer
/m/0c6vcj	32nd Academy Awards
/m/01xvb	Cleveland Browns
/m/047myg9	The Last Station
/m/0c73g	Robert Schumann
/m/01xvjb	Splash
/m/047n8xt	Bright Star
/m/0c73z	Franz Schubert
/m/01xvlc	Loughborough University
/m/047p798	Whip It
/m/0c75w	Espoo
/m/01xwqn	Artie Lange
/m/047p7fr	I Love You Phillip Morris
/m/0c78m	asthma
/m/01xwv7	Dave Chappelle
/m/047q2k1	3 Idiots
/m/0c7ct	Dannii Minogue
/m/01xy5l_	graphic designer
/m/0c7f7	Pavia
/m/047qxs	Timeline
/m/01xyqk	Verve Records
/m/047rgpy	music executive
/m/0c7g7	UNESCO World Heritage Site
/m/01xysf	North Dakota State University
/m/047rkcm	The Ugly Truth
/m/0c7hq	Campania
/m/01xyt7	Tom Brady
/m/047svrl	Funny People
/m/0c7lcx	Kevin Corrigan
/m/047t4gb	Imperial Russian Army
/m/01xyy	Crete
/m/0c7t58	Terence Winter
/m/01xzb6	Don Henley
/m/047t_	Kiribati
/m/0c7xjb	Jessica Simpson
/m/01y06y	Leipzig University
/m/047tsx3	The Notebook
/m/0c7zf	Amman
/m/01y0s9	Nondenominational Christianity
/m/0c82s	Dordogne
/m/047vnfs	association football manager
/m/01y0y6	Paul Reiser
/m/047vp1n	Youth in Revolt
/m/0c8br	L. Sprague de Camp
/m/01y17m	University of Illinois at Chicago
/m/047wh1	Planet of the Apes
/m/0c8hct	Mike Nawrocki
/m/01y20v	Wheaton College
/m/047xyn	World Fantasy Award for Life Achievement
/m/0c8qq	Anne of the Thousand Days
/m/01y28x	Order of Saint Michael and Saint George
/m/047yc	Kuwait
/m/01y2mq	crunk
/m/0484q	Kurt Cobain
/m/0c8tk	Chennai
/m/0c8tkt	The Blues Brothers
/m/01y3_q	breakcore
/m/0486tv	freestyle wrestling
/m/01y3c	Carolina Panthers
/m/0c8wxp	Catholicism
/m/0487_	Kansas City Chiefs
/m/0c921	Billy Wilder
